id,sentence_id,tag,quote,correction,start,end,annotation_source
105187,10928006,asp,ставил,поставил,9,10,manual
105188,10928007,asp,советовал,посоветовал,1,2,manual
105192,10928010,asp,обратиться,обращаться,14,15,manual
105210,10930006,asp,отдохнуть,отдыхать,7,8,manual
122601,10940001,asp,начиналось.,началось.,8,10,manual
121460,10940003,asp,начинался,начался,1,2,manual
123499,10940010,asp,вылетали,улетели,21,22,manual
123516,10940015,asp,приехать,приезжать,38,39,manual
127666,10941007,asp,встретить   руководитель.,встречаться с руководителем.,5,8,manual
127667,10941007,asp,смогу,может,3,4,manual
105272,10945006,"wo,asp",все   сделал,делает все,2,4,manual
105300,10945034,asp,можешь,сможешь,7,8,manual
105353,10949015,asp,поняла,понимала,4,5,manual
105388,10962006,asp,шёл,пошёл,7,8,manual
105391,10962007,"asp,deriv,ortho",промокнула,промокла,9,10,manual
105704,10964015,"asp,lex,ortho",выедут,уезжают,4,5,manual
105733,10965018,asp,сделала,делала,6,7,manual
105734,10965018,"asp,lex,not-clear",подала,,9,10,manual
105737,10965019,asp,решить,решать,11,12,manual
105738,10965019,asp,довести,доводить,12,13,manual
105740,10965019,asp,бросить,бросать,19,20,manual
105746,10966008,asp,помогать,помочь,4,5,manual
105747,10966008,asp,помогать,помочь,9,10,manual
105750,10966009,asp,выбирают,выберут,3,4,manual
105757,10967004,"asp,tense",ушёл,уходит,3,4,manual
105788,10968011,"asp,tense",купят,покупают,2,3,manual
105789,10968011,"lex,asp,tense",походят,ездят,7,8,manual
105793,10969001,asp,обратилась,обращалась,4,5,manual
105797,10969008,"asp,impers",схватили,схватывало/ прихватывало,3,4,manual
105800,10969018,asp,сдавать,сдать,6,7,manual
105801,10969018,asp,просил,попросил,4,5,manual
105802,10969019,"asp,lex",приносил,пришёл,7,8,manual
105808,10970008,asp,устраиваться,устроиться,5,6,manual
105818,10973007,"asp,tense",начал,начинаю,2,3,manual
105840,10975011,asp,отвезла,отвозила,3,4,manual
105851,10978006,asp,получить,получать,6,7,manual
105860,10979006,asp,осматривал,осмотрел,1,2,manual
105951,10987007,asp,спросила,спрашивала,7,8,manual
103869,10998003,"asp,tense",думаю,подумал,7,8,manual
103872,10998003,asp,писал,написал,17,18,manual
103884,10998006,asp,писали,написали,16,17,manual
116150,11022012,asp,работать,поработать,4,5,manual
116151,11022014,asp,не   хотел,не захотел,12,14,manual
134703,11023021,asp,понимать,понять,10,11,manual
107012,11041011,"syntax,asp",написала,писала,3,4,manual
107024,11041018,"syntax,asp",развилась,начала развиваться,6,7,manual
107026,11041019,"syntax,asp",защитить,защищать,5,6,manual
107028,11041021,"syntax,asp",написал,писал:,9,10,manual
107048,11043004,"syntax,asp",надо   критиковать,надо раскритиковать,3,5,manual
107106,11063004,"syntax,asp",идёт   в   театр,ходит в театр,14,17,manual
107249,11063007,"syntax,asp",смог,мог,21,22,manual
107259,11063011,"syntax,asp",встретиться,встречаться,4,5,manual
105990,11093001,"asp,tense",съест,съедал,17,18,manual
106065,11106008,asp,стать,становиться,11,12,manual
106068,11106011,asp,овладеть,овладевать,3,4,manual
106113,11110007,"tense,asp",перевела,перевожу,8,9,manual
106157,11120003,asp,писал,написал,13,14,manual
106158,11120004,asp,писал,написал,8,9,manual
106164,11121002,asp,резать,порезать,3,4,manual
106166,11121002,asp,крошить,покрошить,11,12,manual
106173,11121004,asp,выливать,вылить,13,14,manual
134536,11196002,asp,поговорить,рассказать,5,6,manual
134551,11196006,asp,работат,работает,4,5,manual
134553,11196007,asp,думаю,думает,1,2,manual
134554,11196007,asp,дал,даст,5,6,manual
134564,11196009,asp,выбрать,выбирать,30,31,manual
134574,11196013,asp,выбрать,выбирать,19,20,manual
134579,11196014,"lex,asp",вступать,поступить,17,18,manual
130243,11199011,"refl,tense,asp,prep,miss",встретить,встречаюсь с,5,6,manual
127457,11203009,asp,начала,начинала,16,17,manual
128032,11246008,asp,будет,становится,20,21,manual
128326,11252006,asp,ехать,ездить,4,5,manual
128337,11252015,asp,ехать,ездить,5,6,manual
128340,11252015,asp,договориться,договариваться,9,10,manual
128809,11268007,asp,позавтракать,завтракать,11,12,manual
127473,11319003,asp,можем,сможем,53,54,manual
129536,11352005,asp,решала,решила,3,4,manual
131844,11393010,"asp,constr",начинаем   быть,становимся,10,12,manual
126429,11423005,asp,проводить,провести,9,10,manual
126681,11423007,asp,читала,почитала,8,9,manual
126696,11423009,"asp,lex,transfer",сделала,умела,11,12,manual
125033,11454067,asp,мог,смог,2,3,manual
125035,11454074,asp,представили,представляли,4,5,manual
125047,11454115,asp,помним.,запомнили.,14,16,manual
125048,11454117,asp,мог   писать,смог написать,3,5,manual
125049,11454123,asp,сдать,сдавать,2,3,manual
124662,11462005,asp,идти,сходить,4,5,manual
124663,11462005,asp,гулять,погулять,15,16,manual
124647,11465004,asp,пошла,ездила,15,16,manual
124652,11465007,"miss,asp",кончаю,заканчиваю своё письмо,2,3,manual
129515,11468004,asp,изучить,изучать,17,18,manual
124656,11469012,"miss,asp",кончаю.,заканчиваю своё письмо,2,4,manual
122621,11499005,asp,смотреть,,36,37,manual
122622,11499005,asp,смотреть,,40,41,manual
122623,11499005,asp,смотреть,,47,48,manual
124630,11499013,asp,ходить,,7,8,manual
122629,11502005,asp,пошли,поехали,10,11,manual
124632,11504005,asp,забрать,забирать,3,4,manual
123270,11509005,asp,поездил,ездил,13,14,manual
122752,11510004,asp,видел,увидел,1,2,manual
122764,11510006,asp,видел,увидел,2,3,manual
122765,11510006,asp,видел,увидел,11,12,manual
124986,11530030,"syntax,asp",можем,мы сможем,11,12,manual
130222,11558001,asp,увидел,видел,7,8,manual
129833,11563002,asp,учесть,учитывать,1,2,manual
129529,11597015,asp,поехала,ездила,2,3,manual
135757,11602004,asp,ехал,ездил,17,18,manual
135763,11602004,"punct,asp","ехал,",ездил?,25,27,manual
135764,11602004,asp,ехал,ездил,36,37,manual
135768,11602004,"asp,deriv",идол,ходил,51,52,manual
135770,11602004,asp,идёшь,ходишь,60,61,manual
135901,11610007,asp,ходил,пошёл,4,5,manual
135957,11610019,asp,спать,поспать,10,11,manual
135966,11610022,asp,ходил,сходил,1,2,manual
136006,11610034,"asp,ortho",объясныла,объясняла,7,8,manual
136118,11614009,"asp,tense",будет   помог,поможет,14,16,manual
136140,11614015,"asp,tense",разразговоривал,поговорить,10,11,manual
134769,11643001,"lex,asp",быт,стать,6,7,manual
135410,11670010,"asp,lex",буду,стану,4,5,manual
138449,11889003,"asp,agrgender",было,стала,2,3,manual
138494,11889028,asp,оповещал,оповестил,3,4,manual
138495,11889028,asp,говорил,сказал,9,10,manual
138381,11912002,asp,получить,получит,2,3,manual
138389,11912005,asp,видел,увидел,8,9,manual
138354,11913001,asp,нарисоваться,нарисовать,3,4,manual
138369,11913004,asp,уезжать,уехать,5,6,manual
138370,11913004,asp,искать,найти,9,10,manual
138363,11913006,asp,использоваться,использовать,9,10,manual
138222,11929007,"morph,asp",получил,"узнал,",2,3,manual
139615,12222007,asp,любила,полюбила,53,54,manual
138229,12257003,asp,находиться,находится,1,2,manual
154254,5022,asp,обсуждать,обсудить,30,31,rlc-errant
154307,10001,asp,поехола,поехала,2,3,rlc-errant
154320,10005,asp,заметеш,заметишь,6,7,rlc-errant
154337,12009,asp,встану,встаю,2,3,rlc-errant
154525,50003,asp,болеть,заболеть,17,18,rlc-errant
154561,53015,asp,могу готовить,смогу ли приготовить,13,15,rlc-errant
153214,1048002,asp,смал,стал,12,13,rlc-errant
153325,1059002,asp,дали,платят,10,11,rlc-errant
153331,1061002,asp,переехать,переезжать,4,5,rlc-errant
153383,1067009,asp,преподаваю,преподаю,15,16,rlc-errant
153400,1067013,asp,преподаваю,преподаю,18,19,rlc-errant
153416,1071027,asp,пытается,попытаются,4,5,rlc-errant
153598,1119064,asp,сохранить,сохранять,12,13,rlc-errant
153681,1148003,asp,научился,учился,15,16,rlc-errant
153733,1155008,asp,объяснит именно,объясняет,2,4,rlc-errant
153739,1162003,asp,послужить,служить,12,13,rlc-errant
153918,1209028,asp,отменяв,отменен,12,13,rlc-errant
153944,1209077,asp,потеряет,теряет,3,4,rlc-errant
154029,1224002,asp,явилась и,является,7,9,rlc-errant
154054,1224013,asp,явилось,является,11,12,rlc-errant
154068,1230003,asp,вызвать,вызывать,9,10,rlc-errant
154121,1236068,asp,понимать,понять,14,15,rlc-errant
154123,1236068,asp,понимать,понять,22,23,rlc-errant
154169,1256005,asp,Начинаем,Начнем,0,1,rlc-errant
140530,5669013,asp,Думайте,Подумайте,0,1,rlc-errant
140656,5673001,asp,видел,увидел,20,21,rlc-errant
140691,5673019,asp,смотреть,посмотреть,14,15,rlc-errant
140692,5673019,asp,играть,поиграть,17,18,rlc-errant
140736,5675003,asp,оказают,они оказывают,9,10,rlc-errant
140739,5675005,asp,учутся,учиться,4,5,rlc-errant
140752,5675009,asp,забыли,забывают,3,4,rlc-errant
140841,5678016,asp,ведем,провели,3,4,rlc-errant
140869,5678021,asp,уделить,уделять,50,51,rlc-errant
140942,5690013,asp,придаст,придает,5,6,rlc-errant
140950,5690016,asp,идти,прийти,28,29,rlc-errant
140979,5691009,asp,прочитать,читать,2,3,rlc-errant
140993,5721005,asp,поступила,поступала,2,3,rlc-errant
141049,5722027,asp,остаться,оставаться,6,7,rlc-errant
141059,5722031,asp,забыть,забывать,1,2,rlc-errant
141068,5722034,asp,принять,принимать,2,3,rlc-errant
141193,5728023,asp,воспользоваться,пользоваться,22,23,rlc-errant
141244,5731015,asp,развивщихся,развившихся,32,33,rlc-errant
141264,5732007,asp,ухудшая,ухудшил,15,16,rlc-errant
141298,5733005,asp,обсуждать,обсудить,4,5,rlc-errant
141315,5733012,asp,обратят,обращает,9,10,rlc-errant
141321,5733016,asp,улучшить,улучшать,12,13,rlc-errant
141325,5733017,asp,становиться,стать,5,6,rlc-errant
141359,5735008,asp,изменится,изменяется,10,11,rlc-errant
141448,5737002,asp,играться,поиграть,29,30,rlc-errant
141479,5737005,asp,поддерживать,поддержать,10,11,rlc-errant
141573,5741013,asp,могли,смогли,8,9,rlc-errant
141587,5741027,asp,предотвращать,предотвратить,9,10,rlc-errant
141593,5742004,asp,помогут,помогают,11,12,rlc-errant
141684,5744013,asp,оспорит,оспаривает,14,15,rlc-errant
141952,5751010,asp,спросить,просить,7,8,rlc-errant
142042,5753003,asp,сбросить,сбрасывали,16,17,rlc-errant
142087,5753016,asp,действует,подействует,14,15,rlc-errant
142119,5754010,asp,споют,спят,21,22,rlc-errant
142129,5754013,asp,боются,боятся,5,6,rlc-errant
142330,5765006,asp,сможет,может,19,20,rlc-errant
142538,5778016,asp,писать,написать,9,10,rlc-errant
142540,5778016,asp,поехал,ехал,13,14,rlc-errant
142560,5779001,asp,напоминать,напоминат,24,25,rlc-errant
142640,5782009,asp,испытавать,испытать,5,6,rlc-errant
142927,5824007,asp,подарите,дарите,4,5,rlc-errant
142943,5825006,asp,мог,смог,6,7,rlc-errant
143018,5830001,asp,вазвращаимся,возвращаемся,7,8,rlc-errant
143049,5832016,asp,оклеветать,клеветать,11,12,rlc-errant
143085,5835001,asp,расли,росли,28,29,rlc-errant
143176,5852051,asp,делать,сделать,8,9,rlc-errant
143205,5854010,asp,понимает,понять,23,24,rlc-errant
143310,5877012,asp,помогла,помогала,4,5,rlc-errant
143363,5882012,asp,ехать,поеду,5,6,rlc-errant
143454,5890003,asp,закончила,заканчиваю,2,3,rlc-errant
143484,5891008,asp,пасусют,пасутся,18,19,rlc-errant
143505,5892006,asp,отдыхаюся,отдыхаю,8,9,rlc-errant
143514,5892009,asp,пыть,пить,3,4,rlc-errant
143543,5896011,asp,устал,устаю,2,3,rlc-errant
143574,5900005,asp,сделаю,делаю,4,5,rlc-errant
143588,5901008,asp,я готову,готовлю,7,9,rlc-errant
143625,5902011,asp,помочь,помогать,7,8,rlc-errant
143640,5902021,asp,рассказывала,расскажу,12,13,rlc-errant
143697,5903009,asp,отказался,отказывалась,16,17,rlc-errant
143765,5903029,asp,хотят,захотели,14,15,rlc-errant
143786,5905007,asp,спаю,спать,12,13,rlc-errant
143794,5907012,asp,ехать,поехать,3,4,rlc-errant
143869,5912009,asp,вырасли,выросли,14,15,rlc-errant
143887,5914006,asp,я принесу,приношу,14,16,rlc-errant
143937,5924001,asp,получить,получать,3,4,rlc-errant
144040,5934004,asp,приглашала,пригласила,12,13,rlc-errant
144073,5935012,asp,исправую,исправляю,15,16,rlc-errant
144081,5936003,asp,приготовить,готовить,14,15,rlc-errant
144095,5936005,asp,встану,встаю,7,8,rlc-errant
144143,5937013,asp,откроют,открывают,8,9,rlc-errant
144163,5938005,asp,завершить,завершают,23,24,rlc-errant
144194,5939001,asp,тянеться,тянуться,12,13,rlc-errant
144204,5939007,asp,чисту,чищу,1,2,rlc-errant
144225,5939021,asp,уезжу,уезжаю,6,7,rlc-errant
144231,5939040,asp,приеду,приезжаю,1,2,rlc-errant
144313,5942011,asp,приближать,приблизиться,3,4,rlc-errant
144352,5945011,asp,испортятся,портятся,3,4,rlc-errant
144416,5947019,asp,встречать,встретить,2,3,rlc-errant
144458,5948012,asp,отпустить,отпускать,15,16,rlc-errant
144544,5951020,asp,спросят,просят,13,14,rlc-errant
144549,5952005,asp,ослаблять,ослабить,15,16,rlc-errant
144580,5954006,asp,рикошетом,отрикошетили,6,7,rlc-errant
144594,5954009,asp,лишали,их лишили,26,27,rlc-errant
144642,5959004,asp,отмечать,отметить,7,8,rlc-errant
144654,5959009,asp,делал,сделал,7,8,rlc-errant
144720,5971003,asp,закончатся,заканчиваются,2,3,rlc-errant
144772,6280008,asp,готовить,приготовить,2,3,rlc-errant
144853,6301099,asp,получил,получал,1,2,rlc-errant
145084,6376004,asp,приготовить,готовить,12,13,rlc-errant
145121,6378010,asp,рассказать,рассказывать,2,3,rlc-errant
145142,6380003,asp,пробыть,пробовать,10,11,rlc-errant
145155,6381003,asp,готовить,приготовить,9,10,rlc-errant
145191,6382004,asp,идти,прийти,2,3,rlc-errant
145194,6382006,asp,готовить,приготовить,2,3,rlc-errant
145204,6382012,asp,хочи,хочу,7,8,rlc-errant
145205,6382012,asp,делать,сделать,8,9,rlc-errant
145259,6386003,asp,состаялась,состоялась,2,3,rlc-errant
145278,6387001,asp,роботать,работать,4,5,rlc-errant
145325,6388002,asp,обсудили,обсуждали,32,33,rlc-errant
145331,6388006,asp,читать,прочитать,2,3,rlc-errant
145376,6396010,asp,заболел,болеет,10,11,rlc-errant
145379,6396011,asp,едем,поехали,9,10,rlc-errant
145525,6425022,asp,смеяться,посмеяться,21,22,rlc-errant
145563,6429015,asp,убьет,убивает,11,12,rlc-errant
145590,6448014,asp,явлюсь,являюсь,12,13,rlc-errant
145649,6452016,asp,взрослев,", повзрослев",1,2,rlc-errant
145666,6453011,asp,описывать,описать,4,5,rlc-errant
145894,6480008,asp,сэкономим,мы экономим,7,8,rlc-errant
145896,6480010,asp,решим,решаем,8,9,rlc-errant
145980,6486016,asp,смогут,могут,8,9,rlc-errant
146049,6490004,asp,достигать,достичь,3,4,rlc-errant
146081,6491008,asp,привлекла,привлекала,15,16,rlc-errant
146154,6497001,asp,обедаем,пообедаем,1,2,rlc-errant
146173,6501008,asp,укрываться,укрыться,12,13,rlc-errant
146181,6506003,asp,едём,едим,1,2,rlc-errant
146191,6536004,asp,достигать,достичь,5,6,rlc-errant
146270,6547006,asp,поддерживаел,поддерживал,21,22,rlc-errant
146293,6549004,asp,задала,задавала,3,4,rlc-errant
146294,6549004,asp,рисовать,нарисовать,4,5,rlc-errant
146295,6549004,asp,принесла,приносила,10,11,rlc-errant
146315,6551012,asp,поддержанный,поддерживаемый,1,2,rlc-errant
146344,6555011,asp,по рыбачить,порыбачить,5,7,rlc-errant
146398,6563001,asp,ехать,поехать,10,11,rlc-errant
146401,6563001,asp,наслаждаться,насладиться,18,19,rlc-errant
146510,6581006,asp,слушала,послушала,1,2,rlc-errant
146512,6581006,asp,работала,поработала,5,6,rlc-errant
146528,6585002,asp,встречалася,встретилась,1,2,rlc-errant
146534,6585002,asp,вставаю,встаю,12,13,rlc-errant
146620,6608003,asp,умыват,умывался,3,4,rlc-errant
146839,6629015,asp,сохранять,сохранить,13,14,rlc-errant
146841,6629016,asp,делать,сделать,3,4,rlc-errant
146846,6629016,asp,беречь,сберечь,20,21,rlc-errant
146847,6629016,asp,делать,сделать,22,23,rlc-errant
146947,6819008,asp,удовлетворили,удовлетворяли,17,18,rlc-errant
146980,6821015,asp,делать,сделать,4,5,rlc-errant
147020,6827006,asp,понимал,понял,3,4,rlc-errant
147043,6832013,asp,встретится,встречать,6,7,rlc-errant
147080,6837013,asp,сравнить,сравнивать,2,3,rlc-errant
147105,6838008,asp,становиться,стать,9,10,rlc-errant
147191,6845012,asp,выделят,выделять,6,7,rlc-errant
147258,6848007,asp,можем,сможем,12,13,rlc-errant
147302,6857005,asp,заметила,замечала,2,3,rlc-errant
147324,6857012,asp,познат,познать,12,13,rlc-errant
147329,6857013,asp,забудет,забывают,12,13,rlc-errant
147398,6865004,asp,достичь,достигать,19,20,rlc-errant
147399,6865006,asp,сформулировать,формулировать,3,4,rlc-errant
147490,6872010,asp,достигал,достиг,33,34,rlc-errant
147494,6872014,asp,объясняет,объяснить,10,11,rlc-errant
147522,6875004,asp,верит,поверит,8,9,rlc-errant
147629,6878027,asp,включит,включают,1,2,rlc-errant
147751,6882021,asp,признаст,признает,3,4,rlc-errant
147783,6884002,asp,делать,сделать,10,11,rlc-errant
147788,6885012,asp,проделали,делали,14,15,rlc-errant
147790,6885014,asp,дал,давал,14,15,rlc-errant
147815,6885045,asp,бейти,бейте,7,8,rlc-errant
147877,7018011,asp,посмотреть,смотреть,27,28,rlc-errant
147880,7018013,asp,помню,вспомню,9,10,rlc-errant
147895,7019011,asp,показыват,показать,10,11,rlc-errant
147930,7029005,asp,могла,смогла,7,8,rlc-errant
147931,7029005,asp,читать,прочитать,8,9,rlc-errant
148005,7032006,asp,видели,увидели,8,9,rlc-errant
148033,7032021,asp,улыбаться,улыбнуться,5,6,rlc-errant
148169,7041003,asp,казаться,показаться,9,10,rlc-errant
148174,7042006,asp,сделать,делать,4,5,rlc-errant
148186,7043003,asp,терпимся,терпится,11,12,rlc-errant
148205,7044008,asp,начнёт,они начинают,7,8,rlc-errant
148232,7047029,asp,получили,получали,12,13,rlc-errant
148270,7048020,asp,рассказать,рассказывать,7,8,rlc-errant
148298,7051021,asp,занимаете,займете,12,13,rlc-errant
148308,7052022,asp,посяла,посадила,14,15,rlc-errant
148323,7054009,asp,решатся,решается,9,10,rlc-errant
148325,7054009,asp,закрыть,закрываю,14,15,rlc-errant
148396,7068004,asp,видеть,увидеть,10,11,rlc-errant
148506,7077008,asp,сделала,делала,4,5,rlc-errant
148518,7077021,asp,получить,получать,12,13,rlc-errant
148522,7077023,asp,постарались,старались,7,8,rlc-errant
148526,7077024,asp,дали,давали,12,13,rlc-errant
148531,7078004,asp,мы ошиблись,ошибались,10,12,rlc-errant
148537,7078007,asp,учить,научить,3,4,rlc-errant
148571,7078019,asp,вспомню,вспоминаю,12,13,rlc-errant
148597,7080006,asp,составить,составлять,33,34,rlc-errant
148623,7084003,asp,принять,принимать,5,6,rlc-errant
148629,7084003,asp,обустроить,обустраивать,17,18,rlc-errant
148633,7084004,asp,сделают,делают,13,14,rlc-errant
148646,7085009,asp,делать,сделать,12,13,rlc-errant
148686,7096003,asp,забирают,заберут,21,22,rlc-errant
148694,7096010,asp,видить,видят,2,3,rlc-errant
148697,7096010,asp,задумается,задумываются,8,9,rlc-errant
148757,7116009,asp,делать,сделать,12,13,rlc-errant
148766,7117004,asp,отказаться,отказываться,25,26,rlc-errant
148798,7123001,asp,внести,вести,13,14,rlc-errant
148801,7123008,asp,случится,случается,6,7,rlc-errant
148858,7128005,asp,докажут,доказывают,1,2,rlc-errant
148930,7426006,asp,знать,узнать,13,14,rlc-errant
148963,7752015,asp,видела,увидела,5,6,rlc-errant
149025,7866002,asp,ответить,отвечать,1,2,rlc-errant
149079,7868004,asp,подумали,думаем,10,11,rlc-errant
149099,7868016,asp,повторялось,повторилось,11,12,rlc-errant
149125,7868028,asp,разбудит,будит,16,17,rlc-errant
149160,7870009,asp,обвиняли,обвинили,2,3,rlc-errant
149170,7871016,asp,спрятались,прятались,13,14,rlc-errant
149255,8285014,asp,выполнить,выполнять,12,13,rlc-errant
149281,8288014,asp,проявить,проявлять,10,11,rlc-errant
149303,8291002,asp,запомнили,запоминаем,4,5,rlc-errant
149328,8291026,asp,смогли,могут,5,6,rlc-errant
149382,8293024,asp,даст,которой дают,13,14,rlc-errant
149402,8293051,asp,стеснятся,"стесняться ,",4,5,rlc-errant
149410,8295001,asp,преподаст,преподает,12,13,rlc-errant
149413,8295009,asp,воспользоваться,пользоваться,7,8,rlc-errant
149514,8298015,asp,запрещаешь,запретишь,5,6,rlc-errant
149593,8301013,asp,думала,подумала,4,5,rlc-errant
149665,8303023,asp,погулять,гулять,8,9,rlc-errant
149669,8303024,asp,разговариваем,мы поразговариваем,18,19,rlc-errant
149670,8303030,asp,фотографировалиь,фотографировались,1,2,rlc-errant
149704,8305010,asp,делила,разделила,2,3,rlc-errant
149726,8307019,asp,завоёвывают,завоюют,7,8,rlc-errant
149800,8309026,asp,делать,сделать,7,8,rlc-errant
149818,8310014,asp,Сделала,Делала,0,1,rlc-errant
149821,8310014,asp,напугала,пугала,15,16,rlc-errant
149877,8314020,asp,наполняктся,наполняется,3,4,rlc-errant
149882,8314022,asp,введу,веду,1,2,rlc-errant
149895,8316008,asp,успевать,успеть,4,5,rlc-errant
149930,8318003,asp,остаться,#NAME?,6,7,rlc-errant
149936,8318007,asp,поступить,поступать,18,19,rlc-errant
149975,8319025,asp,переезжает,переехал,9,10,rlc-errant
150103,8325022,asp,заканчивался,закончились,3,4,rlc-errant
150121,8326019,asp,появляется,появится,7,8,rlc-errant
150210,8560003,asp,решить,решать,7,8,rlc-errant
150249,8586033,asp,пережить,переживать,9,10,rlc-errant
150284,8587024,asp,дозволить,позволять,17,18,rlc-errant
150288,8587025,asp,поддержать,поддерживать их,3,4,rlc-errant
150297,8587025,asp,хочет,захочет,29,30,rlc-errant
150300,8587027,asp,дозволить,дозволять,7,8,rlc-errant
150305,8587028,asp,дозволить,дозволять,5,6,rlc-errant
150678,8615002,asp,помогла,помогала,15,16,rlc-errant
150679,8615002,asp,сделала,делала,20,21,rlc-errant
150748,8617013,asp,заканчиваем,закончим,9,10,rlc-errant
150774,8621003,asp,сделать,делать,9,10,rlc-errant
150840,8623014,asp,когда уступают,уступить,8,10,rlc-errant
150858,8624008,asp,делала,сделала,5,6,rlc-errant
150952,8627001,asp,начинать,начать,3,4,rlc-errant
150977,8627018,asp,спрячется,прячутся,17,18,rlc-errant
151019,8633009,asp,собирала,собрала,7,8,rlc-errant
151045,8636007,asp,ночевать,переночевать,10,11,rlc-errant
151103,8637025,asp,убить,убивать,11,12,rlc-errant
151132,8639015,asp,обвинят,"обвинять ,",3,4,rlc-errant
151139,8639020,asp,осудит,осуждать,7,8,rlc-errant
151179,8641019,asp,потратить,тратить,10,11,rlc-errant
151182,8641019,asp,пожертвует,жертвуют их,13,14,rlc-errant
151199,8645001,asp,загадав,загадывали,12,13,rlc-errant
151221,8645012,asp,получаешь,"получить ,",4,5,rlc-errant
151222,8645012,asp,подниматся,подниматься,8,9,rlc-errant
151251,8647016,asp,перепутать,путать,1,2,rlc-errant
151254,8647019,asp,поддержать,поддерживать их,1,2,rlc-errant
151257,8649004,asp,составить,составляют,5,6,rlc-errant
151262,8649006,asp,видеть,увидеть,9,10,rlc-errant
151279,8651001,asp,начинать,начать,2,3,rlc-errant
151457,8662003,asp,перечислять,перечислить,13,14,rlc-errant
151466,8662005,asp,сияеет,сияет,20,21,rlc-errant
151492,8666010,asp,выразить,выражать,5,6,rlc-errant
151495,8666013,asp,могу,смогу,6,7,rlc-errant
151537,8670007,asp,забыли,забывали,9,10,rlc-errant
151650,8674005,asp,узнавали,узнали,16,17,rlc-errant
151652,8674005,asp,выполнили,выполняли,23,24,rlc-errant
151655,8674005,asp,узнавали,узнали,30,31,rlc-errant
151664,8674005,asp,состойт,состоят,42,43,rlc-errant
151683,8674010,asp,думаюм,думаю,16,17,rlc-errant
151685,8674010,asp,могу,смогу,18,19,rlc-errant
151753,8680003,asp,изучить,изучать,11,12,rlc-errant
151804,8680013,asp,изучить,изучать,16,17,rlc-errant
151979,8687003,asp,получить,получать,7,8,rlc-errant
153021,8692010,asp,получать,получить,12,13,rlc-errant
153022,8694002,asp,сравнить,сравнивать,15,16,rlc-errant
153039,8698004,asp,нарушать,нарушишь,1,2,rlc-errant
153065,8714016,asp,тебе мешать,помешает,6,8,rlc-errant
153075,8715007,asp,начинать,начать,11,12,rlc-errant
153081,8716014,asp,узнавал,узнал,6,7,rlc-errant
153114,8719006,asp,пожимал,пожал,4,5,rlc-errant
153139,8726004,asp,знать,узнать,2,3,rlc-errant
153169,8736002,asp,знакомил,познакомил,13,14,rlc-errant
152113,10367024,asp,оставаться,остаться,11,12,rlc-errant
152166,10385054,asp,дарит,подарит,9,10,rlc-errant
152176,10388007,asp,приносит,принесет,8,9,rlc-errant
152188,10391020,asp,могу,смогу,5,6,rlc-errant
152200,10391033,asp,узнавать,узнать,6,7,rlc-errant
152246,10445013,asp,обучиться,обучаться,9,10,rlc-errant
152254,10451023,asp,начать,начинаете,6,7,rlc-errant
152350,10497025,asp,выбирал,выбрал,1,2,rlc-errant
152360,10507015,asp,подготовят,готовят,4,5,rlc-errant
152393,10542002,asp,завут,зовут,1,2,rlc-errant
152395,10542007,asp,получать,получить,8,9,rlc-errant
152448,10572011,asp,выиграют,выигрывают,7,8,rlc-errant
152453,10572016,asp,умножить,умножает,10,11,rlc-errant
152459,10572020,asp,изучаю,изучу,12,13,rlc-errant
152483,10586011,asp,могу,смогу,8,9,rlc-errant
152506,10595011,asp,уехала,уезжала,47,48,rlc-errant
152538,10625003,asp,показались,казались,12,13,rlc-errant
152544,10630019,asp,изучать,изучить,6,7,rlc-errant
152549,10632010,asp,забыть,забывать,1,2,rlc-errant
152585,10654015,asp,написать,писать,16,17,rlc-errant
152608,10691019,asp,включим,включаем,11,12,rlc-errant
152617,10693004,asp,пылесосу,пылесошу,7,8,rlc-errant
152618,10693006,asp,попробую,пробую,4,5,rlc-errant
152643,10702001,asp,представлять,представить,3,4,rlc-errant
152647,10702004,asp,увидишь,видишь,9,10,rlc-errant
152655,10705010,asp,оставить,оставлять,7,8,rlc-errant
152704,10817017,asp,довериться,доверять,11,12,rlc-errant
152753,10833007,asp,быт,быть,5,6,rlc-errant
152768,10845015,asp,познакомилась,знакомлюсь,10,11,rlc-errant
152789,10869006,asp,Остаться,Оставаясь,0,1,rlc-errant
152804,10914004,asp,позвонить,звонить,7,8,rlc-errant
152814,10916010,asp,начинают,начнут,5,6,rlc-errant
152816,10918003,asp,просишь,попросить,11,12,rlc-errant
152822,10922005,asp,вызвать,вызывать,6,7,rlc-errant
152830,10926002,asp,болела,заболела,13,14,rlc-errant
152835,10929010,asp,видеть,увидеть,12,13,rlc-errant
152872,10961005,asp,получить,получать,5,6,rlc-errant
152931,11339004,asp,думал,подумал,2,3,rlc-errant
152935,11339004,asp,хотел,захотел,12,13,rlc-errant
152949,11373005,asp,обращусь,обращался,4,5,rlc-errant
152970,11610004,asp,попили,пили,2,3,rlc-errant
